Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Number_Of_Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
12.6,reg,0.11679292,Baking_Goods,196.211,24,medium,tier_3,supermarket_type3,5499.508
8.195,low,0.031452265,Baking_Goods,94.3462,10,medium,tier_1,supermarket_type1,925.462
7.09,low,0.00721395,Baking_Goods,47.9034,5,small,tier_2,supermarket_type1,583.2408
6.095,low,0.081196619,Others,141.4154,12,small,tier_1,supermarket_type1,1418.154
19.35,reg,0.049916364,Fruits_and_Vegetables,80.2644,2,small,tier_2,supermarket_type1,942.7728
6.15,low,0.04627095,Baking_Goods,99.3384,12,small,tier_1,supermarket_type1,2364.9216
12.6,reg,0.02747716,Canned,87.9856,24,medium,tier_3,supermarket_type3,3251.7672
12.6,reg,0.104704537,Fruits_and_Vegetables,125.2678,24,small,tier_1,grocery_store,254.3356
17.7,low,0.012540003,Household,167.0474,5,small,tier_2,supermarket_type1,5895.659
17.85,low,0.147023834,Breads,93.7436,0,medium,tier_3,supermarket_type2,1134.5232
9.395,low,0.159657596,Soft_Drinks,224.972,7,medium,tier_2,supermarket_type1,6501.8699
15.75,low,0.141398626,Hard_Drinks,250.5382,2,medium,tier_2,supermarket_type1,2775.7202
7.475,low,0.148821808,Fruits_and_Vegetables,241.2854,7,medium,tier_2,supermarket_type1,5317.0788
7.075,low,0.0,Frozen_Foods,98.0068,0,medium,tier_3,supermarket_type2,874.8612
6.445,low,0.029691762,Baking_Goods,92.6436,12,small,tier_1,supermarket_type1,1039.9796
19.1,low,0.096715523,Fruits_and_Vegetables,235.0958,5,small,tier_2,supermarket_type1,3038.0454
20.25,reg,0.014790559,Dairy,193.6162,5,small,tier_2,supermarket_type1,3848.324
15.0,reg,0.054378253,Canned,59.1904,12,small,tier_1,supermarket_type1,527.3136
6.67,reg,0.123428594,Snack_Foods,89.1514,12,small,tier_1,supermarket_type1,2390.8878
12.6,reg,0.029943463,Canned,60.222,24,medium,tier_3,supermarket_type3,1677.816
16.7,reg,0.052368061,Frozen_Foods,112.7176,22,high,tier_3,supermarket_type1,801.6232
7.07,low,0.093861144,Snack_Foods,115.5834,7,high,tier_2,supermarket_type1,1267.0174
6.48,low,0.033968647,Snack_Foods,148.0076,7,high,tier_2,supermarket_type1,886.8456
19.0,reg,0.173154079,Fruits_and_Vegetables,228.272,11,high,tier_3,grocery_store,452.744
13.35,low,0.139735226,Frozen_Foods,147.5392,7,high,tier_2,supermarket_type1,3877.6192
12.6,low,0.043351896,Fruits_and_Vegetables,146.6418,24,medium,tier_3,supermarket_type3,4414.254
12.6,low,0.042086652,Hard_Drinks,122.4388,24,medium,tier_3,supermarket_type3,5448.9072
9.695,reg,0.12848269,Baking_Goods,223.9404,10,medium,tier_1,supermarket_type1,4950.8888
15.0,low,0.049357077,Soft_Drinks,62.6168,2,medium,tier_2,supermarket_type1,958.752
11.15,reg,0.008326735,Dairy,149.9708,2,medium,tier_2,supermarket_type1,1956.1204
20.85,low,0.021362955,Fruits_and_Vegetables,103.2306,10,medium,tier_1,supermarket_type1,2404.2038
9.8,low,0.151420934,Others,194.3478,11,medium,tier_3,grocery_store,387.4956
16.35,low,0.032511818,Meat,165.0842,22,high,tier_3,supermarket_type1,994.7052
9.6,reg,0.022323658,Breads,101.299,7,high,tier_2,supermarket_type1,1754.383
12.6,low,0.019292355,Health_and_Hygiene,129.9994,24,medium,tier_3,supermarket_type3,3340.9844
13.35,low,0.048124443,Breads,216.7166,7,medium,tier_2,supermarket_type1,3918.8988
20.7,low,0.09261307,Dairy,76.367,22,high,tier_3,supermarket_type1,306.268
12.6,low,0.094697274,Baking_Goods,158.4604,24,medium,tier_3,supermarket_type3,4278.4308
16.2,low,0.035984104,Fruits_and_Vegetables,260.6278,7,medium,tier_2,supermarket_type1,4425.5726
12.6,reg,0.056596985,Snack_Foods,230.9984,24,medium,tier_3,supermarket_type3,6501.8699
12.6,low,0.195979015,Frozen_Foods,76.867,24,small,tier_1,grocery_store,229.701
12.6,reg,0.020618324,Breakfast,129.3994,24,medium,tier_3,supermarket_type3,2055.9904
5.5,low,0.04709821,Others,101.3016,12,small,tier_1,supermarket_type1,3339.6528
15.1,reg,0.087584126,Fruits_and_Vegetables,221.7456,7,small,tier_2,supermarket_type1,6410.3224
15.7,reg,0.038078899,Frozen_Foods,122.9046,2,small,tier_2,supermarket_type1,1992.0736
7.895,reg,0.095102092,Breakfast,104.4332,2,small,tier_2,supermarket_type1,2870.9296
12.6,reg,0.011953902,Canned,164.5184,24,medium,tier_3,supermarket_type3,2807.0128
17.35,reg,0.062799379,Baking_Goods,88.183,22,high,tier_3,supermarket_type1,539.298
7.285,low,0.031125709,Household,174.3054,22,high,tier_3,supermarket_type1,4377.635
20.25,low,0.026005891,Household,180.9976,7,high,tier_2,supermarket_type1,2716.464
12.6,low,0.09246392,Snack_Foods,190.9504,24,small,tier_1,grocery_store,383.5008
15.85,low,0.107765165,Soft_Drinks,59.5904,10,medium,tier_1,supermarket_type1,703.0848
6.17,low,0.010647477,Meat,66.3826,10,medium,tier_1,supermarket_type1,1937.478
19.5,low,0.015749341,Household,182.2608,10,medium,tier_1,supermarket_type1,3307.6944
19.2,low,0.077628053,Household,197.611,10,medium,tier_1,supermarket_type1,3142.576
16.7,low,0.0,Canned,181.2292,0,medium,tier_3,supermarket_type2,2554.0088
20.85,reg,0.056695731,Breads,104.0648,0,medium,tier_3,supermarket_type2,1869.5664
14.5,reg,0.063993068,Breads,260.4594,7,medium,tier_2,supermarket_type1,5494.8474
11.395,reg,0.069529262,Meat,233.1616,22,high,tier_3,supermarket_type1,6093.4016
7.97,low,0.034452949,Soft_Drinks,174.0422,12,small,tier_1,supermarket_type1,2586.633
7.71,reg,0.06670068,Snack_Foods,55.2956,10,medium,tier_1,supermarket_type1,1255.6988
19.25,reg,0.034699737,Canned,141.7496,12,small,tier_1,supermarket_type1,4093.3384
7.075,low,0.058346939,Dairy,142.2128,12,small,tier_1,supermarket_type1,3163.8816
12.6,reg,0.065203103,Meat,166.0816,24,medium,tier_3,supermarket_type3,5033.448
11.6,reg,0.078929571,Frozen_Foods,79.9276,12,small,tier_1,supermarket_type1,1137.1864
12.6,low,0.182514881,Fruits_and_Vegetables,98.77,24,medium,tier_3,supermarket_type3,2696.49
12.1,low,0.016895293,Hard_Drinks,178.566,0,medium,tier_3,supermarket_type2,898.83
10.0,low,0.073379745,Health_and_Hygiene,118.244,12,small,tier_1,supermarket_type1,2756.412
14.35,low,0.08075758,Baking_Goods,81.896,7,small,tier_2,supermarket_type1,878.856
10.395,low,0.112271498,Snack_Foods,58.222,10,medium,tier_1,supermarket_type1,659.142
12.6,low,0.153741385,Dairy,182.6292,24,small,tier_1,grocery_store,182.4292
8.1,low,0.127929521,Fruits_and_Vegetables,211.4902,22,high,tier_3,supermarket_type1,3610.6334
8.05,reg,0.07838564,Fruits_and_Vegetables,256.4646,5,small,tier_2,supermarket_type1,5153.292
9.195,reg,0.078502143,Meat,108.7596,2,small,tier_2,supermarket_type1,2588.6304
20.7,reg,0.047684831,Dairy,212.5876,0,medium,tier_3,supermarket_type2,1286.3256
15.7,reg,0.123159656,Fruits_and_Vegetables,110.1544,2,medium,tier_2,supermarket_type1,1230.3984
12.6,reg,0.0,Fruits_and_Vegetables,60.2194,24,medium,tier_3,supermarket_type3,1733.7432
12.6,low,0.053392944,Health_and_Hygiene,193.8162,24,small,tier_1,grocery_store,384.8324
16.5,low,0.036715907,Household,180.0318,7,small,tier_2,supermarket_type1,3969.4996
9.0,low,0.065236932,Snack_Foods,176.437,5,small,tier_2,supermarket_type1,6501.8699
6.785,reg,0.041947547,Meat,41.2112,22,high,tier_3,supermarket_type1,809.6128
19.5,low,0.082888496,Canned,178.6002,0,medium,tier_3,supermarket_type2,1253.7014
7.575,low,0.055390121,Dairy,195.2768,12,small,tier_1,supermarket_type1,5715.2272
18.2,reg,0.012194556,Fruits_and_Vegetables,57.7904,22,high,tier_3,supermarket_type1,1464.76
16.75,low,0.060495243,Dairy,169.8106,22,high,tier_3,supermarket_type1,3251.1014
7.47,reg,0.0,Frozen_Foods,214.3218,5,small,tier_2,supermarket_type1,4274.436
12.6,reg,0.014753811,Fruits_and_Vegetables,231.7958,24,medium,tier_3,supermarket_type3,5375.0034
12.6,low,0.160707489,Fruits_and_Vegetables,38.019,24,medium,tier_3,supermarket_type3,1318.284
13.85,reg,0.085622362,Meat,119.4124,0,medium,tier_3,supermarket_type2,2251.7356
6.635,reg,0.046350909,Frozen_Foods,37.4506,2,medium,tier_2,supermarket_type1,1176.4686
6.11,reg,0.102920886,Fruits_and_Vegetables,130.4968,12,small,tier_1,supermarket_type1,3523.4136
15.25,low,0.026604781,Snack_Foods,86.2198,5,small,tier_2,supermarket_type1,610.5386
15.85,low,0.0,Canned,96.4094,5,small,tier_2,supermarket_type1,1237.7222
15.2,low,0.031860325,Snack_Foods,235.1248,11,small,tier_3,grocery_store,474.0496
12.6,reg,0.0,Snack_Foods,52.6666,24,medium,tier_3,supermarket_type3,717.7324
20.75,low,0.021250002,Soft_Drinks,150.5024,12,small,tier_1,supermarket_type1,2580.6408
10.195,low,0.159936948,Frozen_Foods,143.2154,12,small,tier_1,supermarket_type1,2552.6772
7.605,low,0.129503146,Fruits_and_Vegetables,164.021,7,small,tier_2,supermarket_type1,3914.904
18.0,reg,0.142688846,Fruits_and_Vegetables,88.5514,12,small,tier_1,supermarket_type1,796.9626
12.6,low,0.179484411,Dairy,228.9352,24,small,tier_1,grocery_store,916.1408
18.35,low,0.089163056,Household,191.3504,7,small,tier_2,supermarket_type1,3259.7568
6.59,low,0.105761491,Fruits_and_Vegetables,84.8908,10,medium,tier_1,supermarket_type1,1677.816
13.8,reg,0.056960814,Snack_Foods,230.0984,10,medium,tier_1,supermarket_type1,3707.1744
21.2,reg,0.00704098,Starchy_Foods,173.5738,12,small,tier_1,supermarket_type1,2954.1546
10.5,reg,0.011026594,Snack_Foods,166.4842,0,medium,tier_3,supermarket_type2,2652.5472
8.97,low,0.093203257,Household,52.7956,7,medium,tier_2,supermarket_type1,1037.3164
12.6,low,0.026916794,Others,50.9666,24,medium,tier_3,supermarket_type3,717.7324
10.6,low,0.035264298,Health_and_Hygiene,86.1224,7,medium,tier_2,supermarket_type1,426.112
13.65,low,0.015908424,Breads,231.1668,5,small,tier_2,supermarket_type1,6501.8699
19.0,low,0.017719277,Health_and_Hygiene,211.0244,12,small,tier_1,supermarket_type1,3811.0392
12.6,reg,0.035334201,Snack_Foods,115.3518,24,medium,tier_3,supermarket_type3,2277.036
12.6,low,0.065652494,Baking_Goods,48.9034,24,small,tier_1,grocery_store,48.6034
6.865,low,0.056919038,Snack_Foods,212.8218,10,medium,tier_1,supermarket_type1,5770.4886
10.8,reg,0.048143292,Baking_Goods,40.2138,12,small,tier_1,supermarket_type1,690.4346
16.7,low,0.022047313,Dairy,110.2886,22,high,tier_3,supermarket_type1,1890.2062
12.6,low,0.090427268,Hard_Drinks,126.2336,24,medium,tier_3,supermarket_type3,3195.84
15.15,low,0.027779254,Baking_Goods,150.1708,12,small,tier_1,supermarket_type1,1504.708
10.5,low,0.0,Household,238.3248,11,small,tier_3,grocery_store,711.0744
17.6,low,0.008033611,Dairy,174.2422,0,medium,tier_3,supermarket_type2,4311.055
19.35,low,0.033088472,Meat,175.4738,12,small,tier_1,supermarket_type1,521.3214
15.7,low,0.160663021,Household,59.4562,12,small,tier_1,supermarket_type1,829.5868
18.1,low,0.178975721,Dairy,155.5288,2,small,tier_2,supermarket_type1,1571.288
10.195,reg,0.017627888,Starchy_Foods,239.6538,5,small,tier_2,supermarket_type1,2403.538
12.6,low,0.0194158,Breads,41.6454,24,small,tier_1,grocery_store,83.8908
6.655,low,0.016993225,Fruits_and_Vegetables,211.0586,7,small,tier_2,supermarket_type1,844.2344
19.0,low,0.027139013,Household,127.3336,2,small,tier_2,supermarket_type1,2940.1728
7.075,low,0.03777249,Frozen_Foods,98.0068,11,small,tier_3,grocery_store,291.6204
13.15,low,0.036746479,Frozen_Foods,181.2976,7,small,tier_2,supermarket_type1,3259.7568
20.1,reg,0.022460102,Fruits_and_Vegetables,226.8036,10,medium,tier_1,supermarket_type1,3415.554
20.35,reg,0.0,Dairy,256.7672,0,medium,tier_3,supermarket_type2,5624.6784
18.85,low,0.05213575,Health_and_Hygiene,190.1846,10,medium,tier_1,supermarket_type1,6501.8699
16.35,reg,0.062508438,Fruits_and_Vegetables,227.1062,10,medium,tier_1,supermarket_type1,5642.655
11.3,low,0.007309544,Meat,196.2426,0,medium,tier_3,supermarket_type2,4943.565
17.5,low,0.015623754,Fruits_and_Vegetables,182.6266,0,medium,tier_3,supermarket_type2,3135.2522
18.0,reg,0.142978223,Fruits_and_Vegetables,87.4514,7,medium,tier_2,supermarket_type1,796.9626
7.935,low,0.017191055,Dairy,51.535,7,medium,tier_2,supermarket_type1,848.895
12.6,low,0.143592939,Baking_Goods,37.3164,24,small,tier_1,grocery_store,38.6164
20.25,reg,0.011995271,Canned,184.5924,12,small,tier_1,supermarket_type1,4997.4948
15.5,reg,0.15717236,Snack_Foods,149.1418,10,medium,tier_1,supermarket_type1,588.5672
12.6,low,0.061393095,Dairy,91.812,24,small,tier_1,grocery_store,372.848
12.6,reg,0.195979015,Meat,155.7314,24,small,tier_1,grocery_store,155.1314
15.35,low,0.020310046,Soft_Drinks,218.0508,22,high,tier_3,supermarket_type1,3038.7112
10.1,low,0.054630834,Health_and_Hygiene,200.2084,12,small,tier_1,supermarket_type1,1587.2672
16.7,reg,0.052517969,Frozen_Foods,115.4176,7,small,tier_2,supermarket_type1,687.1056
20.7,reg,0.047565208,Dairy,213.4876,10,medium,tier_1,supermarket_type1,1929.4884
16.0,low,0.060797393,Starchy_Foods,223.8404,22,high,tier_3,supermarket_type1,3600.6464
14.0,low,0.041291169,Starchy_Foods,180.7634,12,small,tier_1,supermarket_type1,2181.1608
12.85,low,0.022604051,Fruits_and_Vegetables,181.4318,12,small,tier_1,supermarket_type1,3428.2042
20.85,reg,0.056580228,Breads,105.6648,7,small,tier_2,supermarket_type1,623.1888
12.35,low,0.164196823,Household,120.5124,10,medium,tier_1,supermarket_type1,2133.2232
6.85,low,0.022976497,Frozen_Foods,261.6594,0,medium,tier_3,supermarket_type2,3401.5722
10.3,low,0.027310252,Fruits_and_Vegetables,101.0042,5,small,tier_2,supermarket_type1,1289.6546
12.6,reg,0.141975462,Snack_Foods,49.6008,24,small,tier_1,grocery_store,50.6008
8.775,low,0.0,Dairy,45.9428,22,high,tier_3,supermarket_type1,790.9704
18.85,low,0.01619866,Health_and_Hygiene,129.2626,2,high,tier_2,supermarket_type1,3147.9024
12.6,low,0.014205168,Household,56.7614,24,medium,tier_3,supermarket_type3,2486.763
14.85,low,0.09344495,Baking_Goods,141.0812,5,small,tier_2,supermarket_type1,1139.8496
20.5,reg,0.019199733,Frozen_Foods,84.3592,12,small,tier_1,supermarket_type1,1816.3024
7.84,reg,0.154120252,Canned,51.935,0,medium,tier_3,supermarket_type2,199.74
18.25,low,0.089004389,Frozen_Foods,196.7452,7,medium,tier_2,supermarket_type1,978.726
10.3,reg,0.011117041,Snack_Foods,85.854,22,high,tier_3,supermarket_type1,2683.174
12.5,low,0.103422709,Household,169.9448,5,small,tier_2,supermarket_type1,2897.5616
12.6,low,0.089035961,Dairy,260.5594,24,medium,tier_3,supermarket_type3,6501.8699
20.25,reg,0.102723919,Canned,93.212,12,small,tier_1,supermarket_type1,1957.452
12.6,reg,0.024733134,Soft_Drinks,40.2822,24,medium,tier_3,supermarket_type3,1296.3126
15.0,low,0.044871033,Health_and_Hygiene,140.3838,22,high,tier_3,supermarket_type1,2528.7084
8.325,low,0.029760052,Fruits_and_Vegetables,38.7138,22,high,tier_3,supermarket_type1,284.2966
15.85,low,0.078999287,Canned,38.6506,2,high,tier_2,supermarket_type1,759.012
13.1,low,0.020870744,Dairy,117.3782,12,small,tier_1,supermarket_type1,1787.673
6.26,low,0.031599715,Household,111.3228,2,small,tier_2,supermarket_type1,2431.5016
17.25,low,0.042413704,Dairy,173.1764,0,medium,tier_3,supermarket_type2,4466.1864
5.765,low,0.072284689,Frozen_Foods,119.9098,5,small,tier_2,supermarket_type1,2048.6666
13.6,low,0.009984847,Household,175.437,22,high,tier_3,supermarket_type1,1940.807
10.5,low,0.052852621,Frozen_Foods,88.783,2,high,tier_2,supermarket_type1,2067.309
7.975,low,0.014660821,Baking_Goods,85.125,7,high,tier_2,supermarket_type1,2663.2
12.65,reg,0.076354362,Frozen_Foods,192.1846,0,medium,tier_3,supermarket_type2,1146.5076
12.3,low,0.076709639,Household,247.846,7,medium,tier_2,supermarket_type1,3448.844
5.985,low,0.005677876,Baking_Goods,184.8924,7,medium,tier_2,supermarket_type1,1665.8316
12.6,low,0.0,Fruits_and_Vegetables,184.7266,24,medium,tier_3,supermarket_type3,6501.8699
15.15,reg,0.012282366,Snack_Foods,132.5284,10,medium,tier_1,supermarket_type1,1713.7692
12.35,low,0.026681262,Canned,56.4246,12,small,tier_1,supermarket_type1,810.9444
14.3,low,0.127541722,Frozen_Foods,84.9224,12,small,tier_1,supermarket_type1,1193.1136
8.695,low,0.119513002,Household,93.4094,5,small,tier_2,supermarket_type1,856.8846
16.35,low,0.054463442,Meat,163.8842,11,small,tier_3,grocery_store,165.7842
6.135,reg,0.0,Baking_Goods,151.3366,7,small,tier_2,supermarket_type1,1057.9562
19.5,low,0.015756784,Household,185.0608,7,small,tier_2,supermarket_type1,2205.1296
9.5,reg,0.010907967,Snack_Foods,182.3608,22,high,tier_3,supermarket_type1,2940.1728
8.895,low,0.07543556,Hard_Drinks,235.8616,5,small,tier_2,supermarket_type1,3046.7008
18.25,low,0.0,Frozen_Foods,196.8452,12,small,tier_1,supermarket_type1,3327.6684
21.35,low,0.115194717,Canned,258.3278,11,small,tier_3,grocery_store,520.6556
19.7,low,0.066922802,Snack_Foods,174.837,5,small,tier_2,supermarket_type1,2999.429
12.6,low,0.064636203,Baking_Goods,90.0804,24,medium,tier_3,supermarket_type3,2113.2492
16.6,low,0.103195401,Fruits_and_Vegetables,117.8466,7,medium,tier_2,supermarket_type1,942.7728
12.6,low,0.13121032,Dairy,74.0354,24,small,tier_1,grocery_store,75.2354
10.895,low,0.035747522,Fruits_and_Vegetables,133.6284,12,small,tier_1,supermarket_type1,1581.9408
12.6,reg,0.192650072,Frozen_Foods,37.4506,24,small,tier_1,grocery_store,37.9506
12.6,low,0.098031771,Health_and_Hygiene,151.3024,24,small,tier_1,grocery_store,151.8024
12.6,reg,0.030118338,Breads,248.8092,24,medium,tier_3,supermarket_type3,3486.1288
8.51,low,0.016201845,Household,195.2478,2,medium,tier_2,supermarket_type1,4262.4516
14.15,low,0.05837308,Snack_Foods,243.9828,11,medium,tier_3,grocery_store,731.0484
6.65,low,0.087652908,Fruits_and_Vegetables,128.8678,5,small,tier_2,supermarket_type1,1398.8458
15.25,reg,0.065999008,Snack_Foods,177.966,10,medium,tier_1,supermarket_type1,2336.958
18.25,low,0.088750333,Frozen_Foods,196.5452,22,high,tier_3,supermarket_type1,2348.9424
12.6,reg,0.100277876,Fruits_and_Vegetables,196.8768,24,medium,tier_3,supermarket_type3,6501.8699
16.0,reg,0.099252438,Frozen_Foods,87.4856,5,small,tier_2,supermarket_type1,1054.6272
19.2,low,0.0,Household,127.831,7,small,tier_2,supermarket_type1,1298.31
12.15,low,0.0,Household,117.815,2,small,tier_2,supermarket_type1,2330.3
8.895,low,0.026384672,Frozen_Foods,208.9954,10,medium,tier_1,supermarket_type1,4584.6988
10.895,low,0.195979015,Dairy,263.4568,11,medium,tier_3,grocery_store,527.3136
16.0,reg,0.065431917,Dairy,76.1986,2,medium,tier_2,supermarket_type1,1869.5664
12.6,low,0.026749991,Frozen_Foods,106.928,24,medium,tier_3,supermarket_type3,2876.256
9.195,low,0.0,Baking_Goods,43.6744,0,medium,tier_3,supermarket_type2,407.4696
11.35,reg,0.043333912,Fruits_and_Vegetables,201.0742,0,medium,tier_3,supermarket_type2,2189.8162
10.0,low,0.089656812,Health_and_Hygiene,144.0102,2,medium,tier_2,supermarket_type1,1603.9122
9.395,low,0.039954281,Others,82.4908,5,small,tier_2,supermarket_type1,2013.3792
12.6,low,0.087854925,Soft_Drinks,95.9752,24,small,tier_1,grocery_store,95.8752
20.75,low,0.149404057,Breakfast,192.8478,11,small,tier_3,grocery_store,774.9912
9.8,low,0.0268952,Meat,128.402,7,small,tier_2,supermarket_type1,2403.538
5.695,low,0.065857092,Frozen_Foods,258.5646,0,medium,tier_3,supermarket_type2,4380.2982
18.2,low,0.161817014,Fruits_and_Vegetables,37.819,7,medium,tier_2,supermarket_type1,219.714
19.35,reg,0.082197959,Baking_Goods,49.2034,22,high,tier_3,supermarket_type1,729.051
18.35,low,0.015335349,Hard_Drinks,106.6938,7,high,tier_2,supermarket_type1,1393.5194
6.36,low,0.00599072,Household,163.6526,7,high,tier_2,supermarket_type1,5262.4832
9.8,low,0.013898123,Soft_Drinks,46.506,0,medium,tier_3,supermarket_type2,372.848
12.6,reg,0.078912473,Baking_Goods,99.9042,24,medium,tier_3,supermarket_type3,3273.7386
12.6,low,0.059776237,Household,231.7642,24,medium,tier_3,supermarket_type3,5344.3766
6.635,reg,0.0,Frozen_Foods,39.7506,22,high,tier_3,supermarket_type1,303.6048
18.1,low,0.195979015,Dairy,156.7288,11,high,tier_3,grocery_store,314.2576
8.93,low,0.022059594,Household,56.0614,11,high,tier_3,grocery_store,276.307
8.3,low,0.03532494,Fruits_and_Vegetables,38.9506,22,high,tier_3,supermarket_type1,721.0614
8.895,low,0.124967595,Household,112.7544,7,high,tier_2,supermarket_type1,3467.4864
16.35,reg,0.062411404,Fruits_and_Vegetables,225.9062,12,small,tier_1,supermarket_type1,5416.9488
8.6,low,0.032754431,Health_and_Hygiene,140.5154,0,medium,tier_3,supermarket_type2,283.6308
12.6,low,0.160178832,Household,160.2894,24,small,tier_1,grocery_store,323.5788
